Road Name,Distance (km),Time (mins),Ratio (km/min),Start_point,End_point
حلبان,8.175,16.233333333333334,0.5035934291581109,"(24.8037367, 46.782922)","(24.7736595, 46.73727179999999)"
Soukh Thi Al Mjaz,8.525,27.216666666666665,0.3132271892222903,"(24.6817475, 46.7546277)","(24.6475414, 46.716127)"
وادي هجر,6.966,11.95,0.5829288702928871,"(24.8181963, 46.6186549)","(24.8093034, 46.6005703)"
الحميمة,8.701,26.65,0.3264915572232645,"(24.6196381, 46.7297178)","(24.5983228, 46.6952861)"
السعادية,9.484,17.983333333333334,0.5273772011121408,"(24.7175308, 46.8558487)","(24.6776424, 46.8168152)"
Al-Jazera,9.177,18.7,0.4907486631016042,"(24.6860722, 46.8153462)","(24.6433178, 46.7776658)"
رقوان,17.286,31.35,0.5513875598086124,"(24.627163, 46.6096871)","(24.5744531, 46.56547459999999)"
نهاوند,6.157,16.3,0.3777300613496932,"(24.584978, 46.7962319)","(24.5632022, 46.75510370000001)"
الغديرين,8.694,14.65,0.5934470989761093,"(24.7862846, 46.6684286)","(24.7610666, 46.640876)"
أمين الدين الأربلي,7.099,15.05,0.4716943521594684,"(24.5935461, 46.691965)","(24.5599237, 46.6842669)"
طريق طلحة بن عبيدالله,9.29,22.7,0.4092511013215859,"(24.717821, 46.855564)","(24.6826348, 46.7962319)"
شارع عنيزة,7.108,14.033333333333331,0.5065083135391923,"(24.7108149, 46.7938116)","(24.6834606, 46.7720347)"
السعادات,9.484,18.766666666666666,0.5053641207815276,"(24.7175308, 46.8558487)","(24.6776424, 46.8168152)"
جروه بن يزيد الطائي,7.371,19.433333333333337,0.3792967409948542,"(24.7469689, 46.8410273)","(24.706146, 46.8107557)"
شارع خالد الجندي,19.454,37.983333333333334,0.5121720052654674,"(24.8177153, 46.7889715)","(24.7236044, 46.7285093)"
الربيعة,8.801,15.283333333333331,0.575856052344602,"(24.7391318, 46.7587313)","(24.6933374, 46.7555571)"
Saeed Bin Amer,8.573,14.533333333333331,0.5898853211009175,"(24.7272521, 46.7727151)","(24.6793498, 46.7581267)"
شارع الإعتدال,7.722,15.633333333333333,0.4939445628997868,"(24.5554623, 46.7357609)","(24.5222612, 46.7103848)"
المهندس مساعد العنقري,12.032,21.133333333333333,0.5693375394321767,"(24.7263022, 46.6877384)","(24.7055021, 46.6753627)"
شارع أم الحمام,7.989,15.85,0.5040378548895899,"(24.7124471, 46.6657058)","(24.6705468, 46.6488106)"
فاطمة البغدادية,8.979,20.95,0.4285918854415274,"(24.6907085, 46.76296380000001)","(24.6546898, 46.72730079999999)"
أبي الفتوح بن أبي الفوارس,6.9,19.366666666666667,0.3562822719449225,"(24.7233106, 46.82316489999999)","(24.6967577, 46.7762684)"
الملك فهد فرعي,7.597,15.266666666666667,0.4976200873362445,"(24.7535293, 46.68524009999999)","(24.7278467, 46.65562389999999)"
حمزة البغدادي,6.003,10.516666666666667,0.5708082408874802,"(24.7589695, 46.8053088)","(24.7281493, 46.7811073)"
Abdulaziz Al Fereh,17.956,41.35,0.4342442563482466,"(24.6746147, 46.73819719999999)","(24.586689, 46.6373493)"
كعب العبسي,6.31,15.283333333333331,0.4128680479825518,"(24.7553853, 46.7635685)","(24.7181537, 46.7590336)"
معاذ الشعباني,7.2,14.35,0.5017421602787456,"(24.6049838, 46.7786878)","(24.5916431, 46.7702204)"
عبداللطيف بن عبدالملك آل الشيخ,6.23,15.633333333333333,0.3985074626865672,"(24.825001, 46.6198608)","(24.7973643, 46.6053922)"
ممر 70,8.404,17.25,0.4871884057971014,"(24.594892, 46.6403652)","(24.571468, 46.5812872)"
Port Saed Road,9.017,15.75,0.5725079365079365,"(24.5860316, 46.8252838)","(24.5419287, 46.8010727)"
الخليفة الناصر لدين الله,6.546,11.4,0.5742105263157895,"(24.5849552, 46.6343336)","(24.5669688, 46.6210667)"
Umm Al Hamam,6.297,16.15,0.3899071207430341,"(24.7124471, 46.6657058)","(24.6705468, 46.6488106)"
شارع سبأ,9.256,16.983333333333334,0.5450049067713444,"(24.7525584, 46.8411787)","(24.7516658, 46.8405352)"
ممر 111,7.799,15.116666666666667,0.5159206174200661,"(24.594892, 46.6403652)","(24.571468, 46.5812872)"
عكا,12.784,24.55,0.5207331975560081,"(24.6936072, 46.8313384)","(24.6565883, 46.75510370000001)"
عطية بن جنادة,6.502,13.8,0.471159420289855,"(24.7606712, 46.7874591)","(24.7520107, 46.747547)"
البستان,8.541,13.966666666666669,0.611527446300716,"(24.7031341, 46.66630929999999)","(24.6959039, 46.6135303)"
كروان السويدي,6.599,13.7,0.4816788321167883,"(24.6046188, 46.70659879999999)","(24.5769133, 46.6519375)"
هارون الخطيب,7.357,18.316666666666663,0.401656050955414,"(24.6846253, 46.7094787)","(24.6439315, 46.6995133)"
المحرق,6.079,9.266666666666667,0.6560071942446042,"(24.706941, 46.6301119)","(24.7000669, 46.6255891)"
قدير,8.694,14.583333333333334,0.59616,"(24.7862846, 46.6684286)","(24.7610666, 46.640876)"
طريق الملك فيصل,10.114,30.45,0.3321510673234811,"(24.6721253, 46.7236754)","(24.6170533, 46.6946822)"
فهد بن بلال,7.847,22.016666666666666,0.3564118092354277,"(24.68896, 46.76417319999999)","(24.6840036, 46.7132541)"
Saeed Bin Al Harith Al Sahmi,11.345,21.433333333333337,0.5293157076205288,"(24.8013768, 46.7484915)","(24.742101, 46.7052507)"
عبدالملك عبدالشكور,8.945,13.783333333333331,0.6489721886336155,"(24.7357296, 46.64157160000001)","(24.6960973, 46.6081801)"
عدي الضبي,13.333,28.816666666666663,0.4626836321573164,"(24.6710714, 46.7078177)","(24.6034634, 46.6580872)"
طريق ابن الهيثم,9.794,17.883333333333333,0.5476607642124884,"(24.7946905, 46.8373937)","(24.7606591, 46.8107557)"
Eastern Ring,31.68,58.083333333333336,0.5454232424677188,"(24.7921447, 46.805914)","(24.6224894, 46.7188421)"
الترمذي,6.614,13.45,0.4917472118959108,"(24.5759293, 46.7164256)","(24.5533497, 46.6946822)"
مصباح المالكي,9.176,32.11666666666667,0.28570835495589,"(24.658617, 46.75510370000001)","(24.6255656, 46.7106868)"
صلاح الدين الأيوبي,15.308,32.8,0.4667073170731707,"(24.7093659, 46.7774781)","(24.6525599, 46.7164256)"
الشموس,6.164,14.566666666666666,0.423157894736842,"(24.7190346, 46.8223324)","(24.7058256, 46.7774781)"
Masafi,6.92,10.6,0.6528301886792452,"(24.8249208, 46.7484538)","(24.7987016, 46.7084972)"
طريق الامير مساعد بن جلوي,11.616,28.516666666666666,0.4073407364114553,"(24.7113313, 46.7188421)","(24.6422095, 46.6946822)"
شارع الإمام أبوحنيفة,12.523,27.266666666666666,0.459278728606357,"(24.6353085, 46.6946822)","(24.5899618, 46.60298119999999)"
العينة,6.719,14.166666666666666,0.4742823529411765,"(24.6479744, 46.592133)","(24.640628, 46.5710461)"
حماس بن مروان,7.004,12.066666666666666,0.5804419889502762,"(24.5722899, 46.5752628)","(24.5618795, 46.5210757)"
طريق الأمير سلطان,8.978,23.433333333333337,0.3831294452347084,"(24.7059093, 46.7164256)","(24.6790947, 46.6657058)"
Abdullah Bin Omar,13.568,21.283333333333335,0.6374941268598276,"(24.750219, 46.8446611)","(24.7078712, 46.815598)"
الخيم,13.742,27.816666666666663,0.4940203714799281,"(24.6615875, 46.6578609)","(24.6092857, 46.5951461)"
جويرية بنت الحارث,7.105,9.55,0.743979057591623,"(24.7511046, 46.6524305)","(24.7318878, 46.64157160000001)"
عثمان الضبي,13.234,27.033333333333335,0.4895437731196054,"(24.6710714, 46.7078177)","(24.6034634, 46.6580872)"
الأشقر,7.441,10.483333333333333,0.7097933227344992,"(24.9081998, 46.9537969)","(24.8813536, 46.9283108)"
شارع ريحانة بنت زيد,12.133,15.6,0.7777564102564102,"(24.9025533, 46.6512239)","(24.8838705, 46.6102146)"
ممر 109,8.404,17.366666666666667,0.483915547024952,"(24.594892, 46.6403652)","(24.571468, 46.5812872)"
شارع الثلاثين,9.059,22.2,0.408063063063063,"(24.7059093, 46.7164256)","(24.6790947, 46.6657058)"
الوليد بن عبدالملك,6.895,14.083333333333334,0.489585798816568,"(24.5969246, 46.5836972)","(24.5848388, 46.5355198)"
الشرف,7.092,18.666666666666668,0.3799285714285714,"(24.6050858, 46.7081197)","(24.5924671, 46.6581626)"
Wathilan,6.402,11.133333333333333,0.5750299401197605,"(24.5795234, 46.6952861)","(24.5387215, 46.6758154)"
Al Olaya,11.353,28.95,0.3921588946459413,"(24.7165527, 46.7035117)","(24.6682398, 46.66354519999999)"
110 ممر,8.404,16.766666666666666,0.5012326043737575,"(24.594892, 46.6403652)","(24.571468, 46.5812872)"
الامام الشافعي,11.294,21.816666666666663,0.517677616501146,"(24.7318305, 46.815598)","(24.6784302, 46.7817122)"
سعيد السلمي,6.052,8.866666666666667,0.6825563909774435,"(24.7499138, 46.64398449999999)","(24.739142, 46.6289058)"
شارع اسعد بن يربوع الانصاري,6.403,13.55,0.4725461254612546,"(24.5991766, 46.7938116)","(24.5920387, 46.7786878)"
Al Difa,19.25,28.033333333333335,0.6866825208085612,"(24.5983788, 46.8560037)","(24.5735721, 46.8088237)"
شارع الاسود بن ثعلبة,13.867,21.2,0.6541037735849057,"(24.7586531, 46.8591989)","(24.717821, 46.8295219)"
ابن أبي زرقاء,6.9,20.433333333333337,0.3376835236541599,"(24.7233106, 46.82316489999999)","(24.6967577, 46.7762684)"
الرافدة,6.138,17.15,0.3579008746355685,"(24.7758526, 46.8313384)","(24.7477668, 46.8253595)"
رفيعة,6.705,13.916666666666666,0.4817964071856287,"(24.6504946, 46.6769391)","(24.6252127, 46.6438333)"
Umm Al Hamam Street,6.297,14.966666666666669,0.4207349665924276,"(24.7124471, 46.6657058)","(24.6705468, 46.6488106)"
الكهف,9.755,19.716666666666665,0.4947590870667794,"(24.7553203, 46.8216514)","(24.6973906, 46.81317680000001)"
عبيد بن أبي مريم,6.9,18.866666666666667,0.3657243816254417,"(24.7233106, 46.82316489999999)","(24.6967577, 46.7762684)"
63 ممر,8.404,17.416666666666668,0.4825263157894736,"(24.594892, 46.6403652)","(24.571468, 46.5812872)"
إسماعيل البغدادي,6.003,10.733333333333333,0.5592857142857144,"(24.7589695, 46.8053088)","(24.7281493, 46.7811073)"
محمد علي جناح,16.266,24.133333333333333,0.6740055248618784,"(24.8148754, 46.7986522)","(24.7545582, 46.6995133)"
خارجة بن حذافة,6.473,12.4,0.522016129032258,"(24.702937, 46.7442224)","(24.6982062, 46.7049487)"
بدرة,20.792,35.46666666666667,0.5862406015037595,"(24.5726435, 46.7841423)","(24.4951198, 46.6771475)"
أسامة بن حارثة الكلبي,6.694,13.083333333333334,0.5116433121019108,"(24.7750098, 46.6162433)","(24.7561845, 46.6053922)"
King Saud,13.342,25.3,0.5273517786561265,"(24.6933354, 46.7188421)","(24.638759, 46.6457942)"
King Abdulaziz,11.453,21.45,0.5339393939393939,"(24.7427455, 46.7450497)","(24.6935528, 46.6929946)"
Mohamed Ibn Hamd Ibn Faris,6.25,19.516666666666666,0.3202391118701964,"(24.6679326, 46.7478493)","(24.6359973, 46.7285093)"
الخزرج,7.174,12.833333333333334,0.559012987012987,"(24.7851293, 46.6850215)","(24.7573837, 46.6596712)"
ساحل,7.048,33.5,0.2103880597014925,"(24.6390092, 46.737574)","(24.615552, 46.7251859)"
الربيع - اليرموك,8.853,26.433333333333337,0.3349180327868852,"(24.8246022, 46.80901840000001)","(24.7913163, 46.7581815)"
قرين الرين,7.652,15.466666666666669,0.4947413793103448,"(24.7279212, 46.7947917)","(24.6946911, 46.7618374)"
Shoudha Badr,20.792,36.68333333333333,0.5667969104952295,"(24.5726435, 46.7841423)","(24.4951198, 46.6771475)"
الياسمين,9.537,17.933333333333334,0.5318029739776952,"(24.8430476, 46.6698339)","(24.8006436, 46.6142181)"
أبي عبيدة بن مسعود,7.177,18.916666666666668,0.3794008810572686,"(24.7435132, 46.8325494)","(24.7020341, 46.8010727)"
محمد بن البشير ألازهري,6.326,10.183333333333334,0.6212111292962357,"(24.6760787, 46.8410273)","(24.6631189, 46.81801919999999)"
شارع ابن تيمية,10.049,20.183333333333337,0.4978860445912468,"(24.5758636, 46.7236754)","(24.5205215, 46.6753627)"
حسن بن حسين,16.057,27.45,0.5849544626593807,"(24.8467573, 46.7865516)","(24.7617666, 46.7381783)"
الحرائري,12.164,24.5,0.4964897959183673,"(24.6593747, 46.7057037)","(24.5973701, 46.6523551)"
شارع حمزة بن عبدالمطلب,14.804,25.1,0.589800796812749,"(24.6172233, 46.6463975)","(24.5561234, 46.6017757)"
Al Awali,12.243,22.95,0.5334640522875818,"(24.5767642, 46.66049169999999)","(24.5428661, 46.5796016)"
القطار,6.018,14.116666666666667,0.4263046044864226,"(24.6020912, 46.660878)","(24.5873951, 46.61744909999999)"
أسامة بن زيد,7.371,19.75,0.3732151898734177,"(24.7469689, 46.8410273)","(24.706146, 46.8107557)"
Yalamlam,8.392,23.6,0.355593220338983,"(24.7968728, 46.8017535)","(24.7544746, 46.7894252)"
قتادة,11.657,23.866666666666667,0.4884217877094972,"(24.6564596, 46.7082707)","(24.6025389, 46.6589169)"
جديدة,6.471,13.1,0.4939694656488549,"(24.6217074, 46.7164256)","(24.5872201, 46.6928707)"
جرير,6.515,13.433333333333334,0.4849875930521091,"(24.6883175, 46.76049620000001)","(24.6661834, 46.7409476)"
شرورة,7.641,15.566666666666666,0.4908565310492505,"(24.805822, 46.7659873)","(24.7634044, 46.7405959)"
عبيد الله العنبري,7.75,15.666666666666666,0.4946808510638298,"(24.7330062, 46.7599405)","(24.6821831, 46.74875600000001)"
أشقر بن مروان,7.004,13.416666666666666,0.5220372670807454,"(24.5722899, 46.5752628)","(24.5618795, 46.5210757)"
فاطمة الزبيرية,8.567,20.15,0.4251612903225807,"(24.6907085, 46.76296380000001)","(24.6546898, 46.72730079999999)"
بياض,6.094,14.083333333333334,0.4327100591715976,"(24.8079552, 46.7655526)","(24.7732969, 46.7623591)"
شارع اسعد بن حرام الخزرجي,6.403,13.066666666666666,0.4900255102040816,"(24.5991766, 46.7938116)","(24.5920387, 46.7786878)"
Sinan,13.256,14.816666666666666,0.8946681664791901,"(24.6035359, 46.58912)","(24.5978788, 46.58490219999999)"
Al Ahmad Valley,13.907,24.666666666666668,0.5637972972972972,"(24.5590467, 46.70917670000001)","(24.49419, 46.6364446)"
جبل شبرى,7.766,13.333333333333334,0.58245,"(24.5965515, 46.6945024)","(24.5611161, 46.6416094)"
أم الزهر,9.448,20.483333333333334,0.4612530512611879,"(24.7438936, 46.6958899)","(24.6915966, 46.6678181)"
شارع عبدالله بن عمر بن العاص,13.568,22.616666666666667,0.5999115696389093,"(24.750219, 46.8446611)","(24.7078712, 46.815598)"
شارع وادي حنيفة,24.082,45.88333333333333,0.5248528877588086,"(24.7033408, 46.6807956)","(24.5998153, 46.60298119999999)"
داود بن الهيثم,9.794,17.033333333333335,0.5749902152641878,"(24.7946905, 46.8373937)","(24.7606591, 46.8107557)"
بورسعيد,9.017,15.383333333333333,0.5861538461538461,"(24.5860316, 46.8252838)","(24.5419287, 46.8010727)"
شارع الوقار,10.592,17.45,0.6069914040114613,"(24.7854313, 46.7620568)","(24.7611366, 46.70917670000001)"
ابن أبي منيع,6.9,18.466666666666665,0.3736462093862816,"(24.7233106, 46.82316489999999)","(24.6967577, 46.7762684)"
Al Muhareb,20.891,44.25,0.4721129943502824,"(24.6431497, 46.7285093)","(24.5460354, 46.6476041)"
ممر المستورد بن شداد,7.76,17.133333333333333,0.4529182879377432,"(24.6661731, 46.7312285)","(24.6540629, 46.6768718)"
ابن تيمية,11.295,20.466666666666665,0.5518729641693811,"(24.5758636, 46.7236754)","(24.5205215, 46.6753627)"
Tareq Bin Zaid Road,7.371,20.133333333333333,0.3661092715231788,"(24.7469689, 46.8410273)","(24.706146, 46.8107557)"
شارع على بن أبي طالب,16.158,32.983333333333334,0.4898837796867105,"(24.6805135, 46.7671967)","(24.6134842, 46.7405959)"
القريات,6.826,12.0,0.5688333333333333,"(24.8239822, 46.6850215)","(24.8042754, 46.6752873)"
Jzr Al Khaleej,9.848,24.1,0.4086307053941909,"(24.7968653, 46.8295247)","(24.7568426, 46.77653309999999)"
سليمان بن عبدالله آل الشيخ,10.419,17.65,0.5903116147308782,"(24.7384386, 46.64157160000001)","(24.7046701, 46.6078033)"
أسعد بن سلامة الأنصاري,6.403,13.583333333333334,0.4713865030674846,"(24.5991766, 46.7938116)","(24.5920387, 46.7786878)"
Tariq Bin Shabab,10.274,21.5,0.477860465116279,"(24.6226251, 46.7671967)","(24.5785679, 46.7430136)"
الإسكندراني,7.843,15.833333333333334,0.4953473684210526,"(24.7129533, 46.7762684)","(24.6739252, 46.7448269)"
يوسف الأنفاسي,11.374,23.616666666666667,0.4816090331686662,"(24.6555349, 46.7097808)","(24.6033697, 46.6638953)"
الفرزدق,14.164,42.8,0.3309345794392523,"(24.6870478, 46.7430136)","(24.6048722, 46.7188421)"
الملاح,12.108,30.35,0.3989456342668863,"(24.6533723, 46.7454314)","(24.6162155, 46.7067607)"
الحداد,11.478,16.95,0.6771681415929204,"(24.6927368, 46.7944167)","(24.6437154, 46.7883665)"
طريق الدائري الشرقي -الثوير,31.68,59.95,0.528440366972477,"(24.7921447, 46.805914)","(24.6224894, 46.7188421)"
دقم المروة,7.705,15.383333333333333,0.500866738894908,"(24.5564513, 46.6926552)","(24.5248985, 46.6588895)"
أسعد بن أحمد الحباب,13.914,26.15,0.5320841300191205,"(24.5590467, 46.70917670000001)","(24.49419, 46.6364446)"
دمنهور,19.526,28.283333333333335,0.690371243370654,"(24.5460718, 46.6813993)","(24.4659922, 46.630715)"
شارع الوليد بن عبد الشمس,6.895,13.566666666666666,0.5082309582309582,"(24.5969246, 46.5836972)","(24.5848388, 46.5355198)"
ياقوت الأمامي,23.834,38.38333333333333,0.6209465914025184,"(24.6060597, 46.8495065)","(24.5533825, 46.7744539)"
شارع طيبة,6.385,16.0,0.3990625,"(24.6511266, 46.5692391)","(24.6237563, 46.549366)"
السويدي العام,6.949,15.066666666666666,0.461216814159292,"(24.6055933, 46.7067607)","(24.5807802, 46.6572575)"
اليرموك,8.853,21.95,0.4033257403189066,"(24.8246022, 46.80901840000001)","(24.7913163, 46.7581815)"
شارع الأمير سلطان بن سلمان بن عبدالعزيز,6.066,10.033333333333331,0.6045847176079734,"(24.7275999, 46.6813993)","(24.7154815, 46.6590677)"
Ariha,10.404,24.716666666666665,0.4209305461901551,"(24.7064561, 46.77233709999999)","(24.6560661, 46.7309264)"
المعيزيلة,15.312,26.383333333333333,0.5803663929248263,"(24.8186427, 46.8597823)","(24.7649743, 46.8156829)"
قتادة بن النعمان,11.343,25.333333333333332,0.44775,"(24.6564596, 46.7082707)","(24.6025389, 46.6589169)"
رماح,7.61,15.8,0.4816455696202532,"(24.7587914, 46.6898516)","(24.7200682, 46.67294829999999)"
الرسان,7.652,15.733333333333333,0.4863559322033898,"(24.7279212, 46.7947917)","(24.6946911, 46.7618374)"
Abi Hasain Al Hanbali,8.824,15.85,0.5567192429022082,"(24.8022123, 46.6638953)","(24.7837499, 46.6243831)"
مجمع بن حارثة,6.694,12.566666666666666,0.5326790450928383,"(24.7750098, 46.6162433)","(24.7561845, 46.6053922)"
Wadi Al Rumah St.,7.247,15.05,0.4815282392026578,"(24.7587914, 46.6898516)","(24.7200682, 46.67294829999999)"
النظايم,13.392,29.95,0.4471452420701168,"(24.8278719, 46.9278255)","(24.7727852, 46.8616075)"
Al Ghareeb,10.496,17.666666666666668,0.5941132075471698,"(24.7235842, 46.7901815)","(24.6767355, 46.7497383)"
الحدبه,7.126,19.383333333333333,0.3676354256233878,"(24.6195884, 46.7282071)","(24.5895889, 46.7234866)"
الخضرة,9.178,15.95,0.5754231974921631,"(24.7628082, 46.7662896)","(24.7368424, 46.7121969)"
Nahawand,6.223,14.2,0.4382394366197183,"(24.584978, 46.7962319)","(24.5632022, 46.75510370000001)"
موسى بن نصير,6.973,14.783333333333331,0.4716798196166854,"(24.7091818, 46.6910592)","(24.6931774, 46.6584643)"
عمر بن أبي المعالي,8.631,14.916666666666666,0.5786145251396648,"(24.7618462, 46.7620663)","(24.7194282, 46.7466403)"
الشيخ جابر الأحمد الصباح,13.044,25.483333333333334,0.5118639633747547,"(24.8400346, 46.83012739999999)","(24.7790607, 46.7865516)"
الجادعي,7.483,15.5,0.4827741935483871,"(24.5956024, 46.5924343)","(24.573362, 46.5499681)"
Al Rumh,8.349,15.366666666666667,0.5433188720173536,"(24.7587914, 46.6898516)","(24.7200682, 46.67294829999999)"
طفيل العبسي,6.286,13.833333333333334,0.4544096385542168,"(24.7553853, 46.7635685)","(24.7181537, 46.7590336)"
شارع الأسعد,6.403,13.45,0.4760594795539033,"(24.5991766, 46.7938116)","(24.5920387, 46.7786878)"
جاكارتا,6.03,12.65,0.4766798418972332,"(24.7186837, 46.8567756)","(24.6891738, 46.8543525)"
Maan Bin Ows,7.165,14.2,0.5045774647887324,"(24.6320336, 46.8010727)","(24.6273961, 46.7913915)"
الغوازي,7.118,14.366666666666667,0.4954524361948956,"(24.7125874, 46.8425413)","(24.7049446, 46.7981984)"
تقي الدين التميمي,9.088,15.466666666666669,0.5875862068965517,"(24.6637775, 46.52589)","(24.6309065, 46.4849839)"
ممر الجوابرة,7.05,12.4,0.5685483870967741,"(24.7358359, 46.6682707)","(24.7026367, 46.632072)"
الزهو,9.448,14.883333333333333,0.6348040313549832,"(24.7438936, 46.6958899)","(24.6915966, 46.6678181)"
طريق الأمير سطام بن عبدالعزيز,8.082,19.2,0.4209375000000001,"(24.6587247, 46.6801919)","(24.6158359, 46.6657058)"
مثيبة,14.215,33.166666666666664,0.4285929648241206,"(24.6250247, 46.7413514)","(24.5782971, 46.7029858)"
المسلمة,8.895,18.616666666666667,0.4777976723366159,"(24.5839929, 46.66630929999999)","(24.5486525, 46.6231017)"
الرونة العليا,13.406,22.85,0.5866958424507659,"(24.7165527, 46.7035117)","(24.6682398, 46.66354519999999)"
Al Ghazaleh Path,7.068,11.783333333333331,0.5998302687411599,"(24.6578442, 46.7031368)","(24.6255367, 46.6812483)"
شارع ابن الهيثم,9.794,16.55,0.5917824773413898,"(24.7946905, 46.8373937)","(24.7606591, 46.8107557)"
سبتة,7.733,11.283333333333331,0.6853471196454948,"(24.76491, 46.6699305)","(24.7191642, 46.6578609)"
العليا العام,13.406,19.233333333333334,0.6970190641247833,"(24.7165527, 46.7035117)","(24.6682398, 46.66354519999999)"
الأحوص بن ثعلبة,6.111,14.133333333333333,0.4323820754716981,"(24.603141, 46.681852)","(24.5972235, 46.64926310000001)"
جهام,8.718,15.5,0.5624516129032258,"(24.808157, 46.7678014)","(24.7739725, 46.7179359)"
شارع اسامة بن خريم,7.371,20.0,0.36855,"(24.7469689, 46.8410273)","(24.706146, 46.8107557)"
شارع معاذ بن جبل,6.979,13.1,0.5327480916030535,"(24.6049838, 46.7786878)","(24.5916431, 46.7702204)"
زهير بن حرب,7.19,22.7,0.3167400881057269,"(24.6253448, 46.7212587)","(24.6057798, 46.6880403)"
طريق عمر بن الخطاب,13.016,37.36666666666667,0.3483318465655664,"(24.6698077, 46.7865516)","(24.6443417, 46.71400920000001)"
Shabwa,7.382,19.083333333333332,0.3868296943231441,"(24.5751417, 46.7155194)","(24.5635888, 46.67291059999999)"
Al Hazm,13.636,23.066666666666663,0.5911560693641619,"(24.5715387, 46.678946)","(24.5170548, 46.62255260000001)"
شارع اسامة بن شريك الثعلبي,7.371,19.85,0.3713350125944584,"(24.7469689, 46.8410273)","(24.706146, 46.8107557)"
الحزم,14.607,21.733333333333334,0.672101226993865,"(24.5715387, 46.678946)","(24.5170548, 46.62255260000001)"
An-Nasar Road,13.127,23.216666666666665,0.5654127781765973,"(24.6030097, 46.7889715)","(24.5762585, 46.737574)"
التاج,12.486,14.95,0.8351839464882944,"(24.78133100000002, 46.6595165)","(24.73717459999997, 46.5755256)"
سعد بن أبي وقاص,7.388,20.3,0.3639408866995073,"(24.745241, 46.83618260000001)","(24.7044208, 46.805914)"
المحاربي,20.888,46.3,0.4511447084233262,"(24.6431497, 46.7285093)","(24.5460354, 46.6476041)"
أبي العتاهية,7.742,23.916666666666668,0.3237073170731707,"(24.737833, 46.8325494)","(24.7014787, 46.7792927)"
ممر اليرموك,8.853,26.7,0.3315730337078652,"(24.8246022, 46.80901840000001)","(24.7913163, 46.7581815)"
ممرالأحقاب,12.53,25.7,0.4875486381322957,"(24.7326658, 46.82377030000001)","(24.675455, 46.7805024)"
الخليل,13.914,25.466666666666665,0.5463612565445026,"(24.5590467, 46.70917670000001)","(24.49419, 46.6364446)"
الإعتدال,7.722,15.766666666666667,0.4897674418604651,"(24.5554623, 46.7357609)","(24.5222612, 46.7103848)"
الملك سعود,13.342,23.366666666666667,0.5709843081312411,"(24.6933354, 46.7188421)","(24.638759, 46.6457942)"
شارع خالد بن العاص,19.464,37.666666666666664,0.5167433628318584,"(25.1564724, 47.34695430000001)","(24.2939113, 46.2981033)"
شارع حفصة بنت عمر بن الخطاب,10.009,20.133333333333333,0.497135761589404,"(24.7546817, 46.8071244)","(24.721463, 46.7575221)"
Al Rakb,8.873,16.183333333333334,0.5482801235839341,"(24.7092213, 46.81680859999999)","(24.6843684, 46.7703716)"
شارع حفصه بن سيرين,10.009,16.683333333333334,0.5999400599400599,"(24.7546817, 46.8071244)","(24.721463, 46.7575221)"
طوقة العليا,11.434,28.566666666666663,0.4002567094515752,"(24.7165527, 46.7035117)","(24.6682398, 46.66354519999999)"
شارع خالد الفرح,19.464,36.916666666666664,0.5272415349887133,"(24.8177153, 46.7889715)","(24.7236044, 46.7285093)"
الطريق الدائري الجنوبي الفرعي,35.838,65.2,0.5496625766871166,"(24.641973, 46.8204406)","(24.5383879, 46.5933382)"
سماح,10.363,23.866666666666667,0.4342039106145251,"(24.6255002, 46.6893988)","(24.5726548, 46.6453418)"
هيت,11.616,25.1,0.4627888446215139,"(24.5176659, 47.022965)","(24.4388512, 46.9356208)"
محمود اسكندراني,7.843,16.2,0.4841358024691358,"(24.7129533, 46.7762684)","(24.6739252, 46.7448269)"
جعفر بن أبي المغيرة,6.9,20.933333333333337,0.3296178343949045,"(24.7233106, 46.82316489999999)","(24.6967577, 46.7762684)"
عبيد بن أبي طلحة,6.9,19.516666666666666,0.3535439795046968,"(24.7233106, 46.82316489999999)","(24.6967577, 46.7762684)"
وعلة,10.952,32.63333333333333,0.3356077630234934,"(24.6715975, 46.7441469)","(24.6187426, 46.6930971)"
شارع فاطمة الزهراء,8.567,22.85,0.3749234135667396,"(24.6907085, 46.76296380000001)","(24.6546898, 46.72730079999999)"
ابن فارس,6.54,23.516666666666666,0.2781006378454996,"(24.6679326, 46.7478493)","(24.6359973, 46.7285093)"
حليمة السعدية,6.113,26.5,0.2306792452830189,"(24.6184466, 46.7260923)","(24.6005061, 46.7164256)"
أنجب بن أحمد,13.914,24.483333333333334,0.5683049693669162,"(24.5590467, 46.70917670000001)","(24.49419, 46.6364446)"
البيداء,14.229,27.733333333333334,0.5130649038461538,"(24.7310537, 46.84344979999999)","(24.6808089, 46.7578244)"
المنحل العنبري,7.75,15.55,0.4983922829581993,"(24.7330062, 46.7599405)","(24.6821831, 46.74875600000001)"
Al Hareth,11.258,19.4,0.5803092783505155,"(24.8013768, 46.7484915)","(24.742101, 46.7052507)"
وادي درعة,8.52,19.15,0.4449086161879895,"(24.6628532, 46.8264947)","(24.6359111, 46.7684062)"
الضحى,8.583,15.166666666666666,0.5659120879120879,"(24.7706736, 46.7019289)","(24.7356204, 46.6637445)"
العريجاء,6.348,12.3,0.5160975609756098,"(24.6361119, 46.6731787)","(24.6126837, 46.6396075)"
